obs_id,target
245ScH1-hi56166.81024,KIC 8478994
245ScH1-hi56168.00762,KIC 8478994
245ScH1-hi56174.95238,KIC 8478994
370S-hi55664.13408,KIC 8494142
370Sc-hi56911.82449,KIC 8494142
912S-hi58303.92894,KIC 8505670
692S-hi55707.99481,KIC 8557374
139S-hi55701.02465,KIC 8559644
139ScH1-hi55782.99533,KIC 8559644
1270S-hi57234.07359,KIC 8564587
1275S-hi55789.07651,KIC 8583696
579S-hi55878.78599,KIC 8616637
1279S-hi55791.99225,KIC 8628758
137S-hi55432.90211,KIC 8644288
137Sc-hi56827.98249,KIC 8644288
137Sc-hi56863.91476,KIC 8644288
137Sc-hi56864.83298,KIC 8644288
137Sc-hi57212.03587,KIC 8644288
137ScH1-gm55076.00871,KIC 8644288
137ScH1-gm55076.92703,KIC 8644288
137ScH1-gm55081.02447,KIC 8644288
137ScH1-gm55082.00725,KIC 8644288
137ScH1-gm55083.80956,KIC 8644288
137ScH1-gm55084.98353,KIC 8644288
137ScH1-hi55318.06602,KIC 8644288
137ScH1-hi55322.02921,KIC 8644288
137ScH1-hi55373.00393,KIC 8644288
137ScH1-hi55403.01894,KIC 8644288
137ScH1-hi55405.90915,KIC 8644288
137ScH1-hi55406.88118,KIC 8644288
137ScH1-hi55413.01087,KIC 8644288
137ScH1-hi55432.90211,KIC 8644288
137ScH1-hi55432.96961,KIC 8644288
137ScH1-hi55436.78195,KIC 8644288
137ScH1-hi56109.90515,KIC 8644288
137ScH1-hi56111.84546,KIC 8644288
137ScH1-hi56115.97297,KIC 8644288
137ScH1-hi56140.83922,KIC 8644288
137ScH1-hi56144.92116,KIC 8644288
137ScH1-hi56146.98384,KIC 8644288
1891S-hi57198.05680,KIC 8680979
1629S-hi56099.88719,KIC 8685497
374S-hi55669.11423,KIC 8686097
921S-hi57228.96661,KIC 8689373
1893S-hi56165.01098,KIC 8689793
172S-hi55735.86854,KIC 8692861
1283S-hi55664.12096,KIC 8700771
105S-hi55706.95817,KIC 8711794
693S-hi55789.86663,KIC 8738735
1257S-hi56172.94878,KIC 8751933
321S-hi56143.99753,KIC 8753657
321Sc-hi56179.76359,KIC 8753657
321Sc-hi56450.07195,KIC 8753657
321Sc-hi56483.85673,KIC 8753657
321Sc-hi56489.86134,KIC 8753657
321Sc-hi56493.86809,KIC 8753657
321Sc-hi56848.96899,KIC 8753657
321Sc-hi56854.02068,KIC 8753657
321Sc-hi56892.91148,KIC 8753657
321Sc-hi56893.97702,KIC 8753657
321Sc-hi57262.84390,KIC 8753657
321ScH1-hi55379.03374,KIC 8753657
321ScH1-hi55380.10909,KIC 8753657
321ScH1-hi55403.97941,KIC 8753657
321ScH1-hi55411.83454,KIC 8753657
321ScH1-hi55412.89876,KIC 8753657
321ScH1-hi55427.97600,KIC 8753657
321ScH1-hi55434.82537,KIC 8753657
321ScH1-hi55435.90917,KIC 8753657
321ScH1-hi55751.81331,KIC 8753657
321ScH1-hi55752.85288,KIC 8753657
321ScH1-hi55752.86847,KIC 8753657
321ScH1-hi55759.83997,KIC 8753657
321ScH1-hi55760.93639,KIC 8753657
321ScH1-hi55769.85947,KIC 8753657
321ScH1-hi55788.83954,KIC 8753657
321ScH1-hi55789.98442,KIC 8753657
321ScH1-hi55810.79143,KIC 8753657
321ScH1-hi55811.92082,KIC 8753657
321ScH1-hi55843.81188,KIC 8753657
321ScH1-hi56073.92543,KIC 8753657
321ScH1-hi56075.91733,KIC 8753657
321ScH1-hi56076.99230,KIC 8753657
321ScH1-hi56098.85545,KIC 8753657
321ScH1-hi56099.98544,KIC 8753657
321ScH1-hi56101.02973,KIC 8753657
321ScH1-hi56101.87276,KIC 8753657
321ScH1-hi56103.05011,KIC 8753657
321ScH1-hi56104.05943,KIC 8753657
321ScH1-hi56105.06413,KIC 8753657
321ScH1-hi56109.95502,KIC 8753657
321ScH1-hi56111.02246,KIC 8753657
321ScH1-hi56111.94117,KIC 8753657
321ScH1-hi56115.99960,KIC 8753657
321ScH1-hi56133.83291,KIC 8753657
321ScH1-hi56134.88853,KIC 8753657
321ScH1-hi56138.00891,KIC 8753657
321ScH1-hi56140.86383,KIC 8753657
321ScH1-hi56143.99753,KIC 8753657
321ScH1-hi56163.84332,KIC 8753657
321ScH1-hi56164.75619,KIC 8753657
321ScH1-hi56164.77498,KIC 8753657
321ScH1-hi56166.00396,KIC 8753657
321ScH1-hi56171.98311,KIC 8753657
321ScH1-hi56177.83668,KIC 8753657
321ScH1-hi56179.76359,KIC 8753657
1274S-hi56104.09872,KIC 8800954
1274Sc-hi56493.90430,KIC 8800954
1274Sc-hi56533.79129,KIC 8800954
694S-hi55788.92739,KIC 8802165
695S-hi55706.06232,KIC 8805348
523S-hi56864.98893,KIC 8806123
1282S-hi55738.88793,KIC 8822366
1850S-hi56148.05422,KIC 8826168
42S-hi55318.04835,KIC 8866102
42Sc-hi56880.99162,KIC 8866102
42ScH1-gm54988.97973,KIC 8866102
42ScH1-hi55318.04835,KIC 8866102
464S-hi57236.07896,KIC 8890783
1412S-hi55791.96327,KIC 8950853
700S-hi55707.01303,KIC 8962094
159S-hi55706.05194,KIC 8972058
701S-hi56177.76077,KIC 9002278
701Sc-hi56179.79328,KIC 9002278
701Sc-hi56192.74207,KIC 9002278
701Sc-hi56195.81286,KIC 9002278
701Sc-hi56207.75473,KIC 9002278
701Sc-hi56209.79260,KIC 9002278
701Sc-hi56265.72160,KIC 9002278
701Sc-hi56484.99884,KIC 9002278
701Sc-hi56508.03024,KIC 9002278
701Sc-hi56851.96922,KIC 9002278
701ScH1-hi56137.97466,KIC 9002278
701ScH1-hi56172.75551,KIC 9002278
701ScH1-hi56173.79061,KIC 9002278
701ScH1-hi56174.75651,KIC 9002278
701ScH1-hi56175.82495,KIC 9002278
701ScH1-hi56176.80029,KIC 9002278
701ScH1-hi56177.76077,KIC 9002278
701ScH1-hi56178.75308,KIC 9002278
701ScH1-hi56179.79328,KIC 9002278
701ScH1-hi5708.06715,KIC 9002278
1413S-hi56863.81913,KIC 9006449
582S-hi57210.99265,KIC 9020160
421Sc-hi56909.00359,KIC 9115800
323S-hi55672.08055,KIC 9139084
584S-hi55878.77550,KIC 9146018
1632S-hi56077.11164,KIC 9277896
934S-hi56894.82152,KIC 9334289
249S-hi58623.91472,KIC 9390653
249ScH1-hi55373.91738,KIC 9390653
110S-hi55700.99471,KIC 9450647
271S-hi55664.10731,KIC 9451706
1813S-hi56113.10253,KIC 9455325
1396S-hi56882.97510,KIC 9455556
707S-hi55782.94405,KIC 9458613
939S-hi56175.91736,KIC 9466668
941S-hi56880.97766,KIC 9480189
49S-hi55708.02053,KIC 9527334
165S-hi55768.89729,KIC 9527915
708S-hi55797.96715,KIC 9530945
1886S-hi56098.01098,KIC 9549648
180S-hi55084.77722,KIC 9573539
180ScH1-gm55074.96569,KIC 9573539
180ScH1-gm55076.98501,KIC 9573539
180ScH1-gm55077.87636,KIC 9573539
180ScH1-gm55079.87925,KIC 9573539
180ScH1-gm55079.89831,KIC 9573539
180ScH1-gm55083.84144,KIC 9573539
180ScH1-gm55084.77722,KIC 9573539
709S-hi55790.82031,KIC 9578686
710S-hi55673.10150,KIC 9590976
1819S-hi56099.90063,KIC 9597058
711S-hi55761.90292,KIC 9597345
22S-hi55079.81433,KIC 9631995
22Sc-hi57206.99783,KIC 9631995
22ScH1-gm55014.90256,KIC 9631995
22ScH1-gm55017.04600,KIC 9631995
22ScH1-gm55017.05762,KIC 9631995
22ScH1-gm55041.98290,KIC 9631995
22ScH1-gm55042.81067,KIC 9631995
22ScH1-gm55044.01129,KIC 9631995
22ScH1-gm55045.01333,KIC 9631995
22ScH1-gm55048.87946,KIC 9631995
22ScH1-gm55074.82244,KIC 9631995
22ScH1-gm55075.85576,KIC 9631995
22ScH1-gm55078.88075,KIC 9631995
22ScH1-gm55079.79561,KIC 9631995
22ScH1-gm55079.81433,KIC 9631995
22ScH1-gm55084.82079,KIC 9631995
22ScH1-hi55437.81164,KIC 9631995
22ScH1-hi55465.80303,KIC 9631995
22ScH1-hi55789.81888,KIC 9631995
22ScH1-hi55792.93811,KIC 9631995
1854S-hi56100.86224,KIC 9662811
179S-hi55789.04689,KIC 9663113
2545S-hi56075.88666,KIC 9696358
714S-hi55674.02901,KIC 9702072
947ScH1-hi56172.87337,KIC 9710326
250ScH1-hi55373.02466,KIC 9757613
1852S-hi56105.11488,KIC 9763348
590S-hi56882.04660,KIC 9782691
952ScH1-hi55731.06140,KIC 9787239
1529S-hi56881.96915,KIC 9821454
954S-hi56895.81775,KIC 9823457
717S-hi55706.02771,KIC 9873254
327S-hi55673.04372,KIC 9881662
718S-hi55789.05428,KIC 9884104
1606S-hi55797.97749,KIC 9886661
1779S-hi56077.11907,KIC 9909735
528S-hi56881.98648,KIC 9941859
719S-hi55673.06483,KIC 9950612
719ScH1-hi55810.94357,KIC 9950612
1925S-hi56019.10188,KIC 9955598
1925Sc-hi56494.94130,KIC 9955598
1925Sc-hi56494.94746,KIC 9955598
1925Sc-hi56494.95393,KIC 9955598
1925Sc-hi56512.78167,KIC 9955598
1925Sc-hi56512.78723,KIC 9955598
1925Sc-hi56512.79307,KIC 9955598
1925Sc-hi56513.79657,KIC 9955598
1925Sc-hi56513.80252,KIC 9955598
1925Sc-hi56513.80834,KIC 9955598
1925Sc-hi56518.80232,KIC 9955598
1925Sc-hi56518.80923,KIC 9955598
1925Sc-hi56518.81657,KIC 9955598
1925Sc-hi56519.87841,KIC 9955598
1925Sc-hi56547.83162,KIC 9955598
1925Sc-hi56827.06529,KIC 9955598
1925Sc-hi56846.98480,KIC 9955598
1925Sc-hi56847.97081,KIC 9955598
1925Sc-hi56847.98274,KIC 9955598
1925Sc-hi56850.12241,KIC 9955598
1925Sc-hi56851.04830,KIC 9955598
1925Sc-hi56853.01919,KIC 9955598
1925Sc-hi56853.80343,KIC 9955598
1925Sc-hi56853.91686,KIC 9955598
1925Sc-hi56856.00407,KIC 9955598
1925Sc-hi56863.77267,KIC 9955598
1925Sc-hi56863.77744,KIC 9955598
1925Sc-hi56864.91267,KIC 9955598
1925Sc-hi56864.91873,KIC 9955598
1925Sc-hi56866.07685,KIC 9955598
1925Sc-hi56866.08587,KIC 9955598
1925Sc-hi56866.76490,KIC 9955598
1925Sc-hi56866.77709,KIC 9955598
1925Sc-hi56867.06388,KIC 9955598
1925Sc-hi56867.07292,KIC 9955598
1925Sc-hi56882.94652,KIC 9955598
1925Sc-hi56882.95107,KIC 9955598
1925Sc-hi56883.90493,KIC 9955598
1925Sc-hi56883.91129,KIC 9955598
1925Sc-hi56888.76327,KIC 9955598
1925Sc-hi56888.76777,KIC 9955598
1925Sc-hi56889.77258,KIC 9955598
1925Sc-hi56889.77713,KIC 9955598
1925Sc-hi56890.85203,KIC 9955598
1925Sc-hi56890.85791,KIC 9955598
1925Sc-hi56891.74298,KIC 9955598
1925Sc-hi56891.74795,KIC 9955598
1925Sc-hi56892.75415,KIC 9955598
1925Sc-hi56893.04234,KIC 9955598
1925Sc-hi56894.02850,KIC 9955598
1925Sc-hi56894.03408,KIC 9955598
1925Sc-hi56894.74149,KIC 9955598
1925Sc-hi56895.74366,KIC 9955598
1925Sc-hi56907.84038,KIC 9955598
1925Sc-hi56907.84479,KIC 9955598
1925Sc-hi56910.90349,KIC 9955598
1925Sc-hi56910.90815,KIC 9955598
1925Sc-hi57002.69076,KIC 9955598
1925Sc-hi57203.01606,KIC 9955598
1925Sc-hi57203.02223,KIC 9955598
1925Sc-hi57218.09429,KIC 9955598
720S-hi55783.04451,KIC 9963524
721S-hi55674.10631,KIC 9964801
722S-hi55706.07189,KIC 9965439
1875S-hi56872.00430,KIC 9967771
